timestamp_utc	scene_id	sample_id	run_id	method	status	detail
2026-03-30T17:28:00Z	scene_smith/scene_000	-	-	sample-init	completed	seed=883306609
2026-03-30T17:29:15Z	scene_smith/scene_000	-	-	gleam-gt-depth	incomplete	exit_code=1
2026-03-30T17:32:38Z	scene_smith/scene_000	0	run_000	active-gs-gt-depth	completed	active-gs finished
2026-03-30T17:35:46Z	scene_smith/scene_000	0	run_000	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T17:35:46Z	scene_smith/scene_000	0	run_000	random	completed	seed=0
2026-03-30T17:39:08Z	scene_smith/scene_000	1	run_001	active-gs-gt-depth	completed	active-gs finished
2026-03-30T17:42:38Z	scene_smith/scene_000	1	run_001	active-gs-pred-depth	completed	active-gs finished
2026-03-30T17:42:39Z	scene_smith/scene_000	1	run_001	random	completed	seed=1
2026-03-30T17:43:09Z	scene_smith/scene_000	2	run_002	active-gs-gt-depth	incomplete	exit_code=1
2026-03-30T17:45:09Z	scene_smith/scene_000	2	run_002	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T17:45:10Z	scene_smith/scene_000	2	run_002	random	completed	seed=2
2026-03-30T17:50:58Z	scene_smith/scene_001	-	-	sample-init	completed	seed=1057388090
2026-03-30T17:52:13Z	scene_smith/scene_001	-	-	gleam-gt-depth	incomplete	exit_code=1
2026-03-30T17:55:34Z	scene_smith/scene_001	0	run_000	active-gs-gt-depth	completed	active-gs finished
2026-03-30T17:58:14Z	scene_smith/scene_001	0	run_000	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T17:58:15Z	scene_smith/scene_001	0	run_000	random	completed	seed=0
2026-03-30T18:01:40Z	scene_smith/scene_001	1	run_001	active-gs-gt-depth	completed	active-gs finished
2026-03-30T18:03:50Z	scene_smith/scene_001	1	run_001	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:03:51Z	scene_smith/scene_001	1	run_001	random	completed	seed=1
2026-03-30T18:07:15Z	scene_smith/scene_001	2	run_002	active-gs-gt-depth	completed	active-gs finished
2026-03-30T18:10:20Z	scene_smith/scene_001	2	run_002	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:10:21Z	scene_smith/scene_001	2	run_002	random	completed	seed=2
2026-03-30T18:11:28Z	scene_smith/scene_002	-	-	sample-init	completed	seed=1532593134
2026-03-30T18:13:00Z	scene_smith/scene_002	-	-	gleam-gt-depth	completed	gleam pose export finished
2026-03-30T18:16:44Z	scene_smith/scene_002	0	run_000	active-gs-gt-depth	completed	active-gs finished
2026-03-30T18:20:34Z	scene_smith/scene_002	0	run_000	active-gs-pred-depth	completed	active-gs finished
2026-03-30T18:20:35Z	scene_smith/scene_002	0	run_000	random	completed	seed=0
2026-03-30T18:21:13Z	scene_smith/scene_002	1	run_001	active-gs-gt-depth	incomplete	exit_code=1
2026-03-30T18:21:56Z	scene_smith/scene_002	1	run_001	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:21:56Z	scene_smith/scene_002	1	run_001	random	completed	seed=1
2026-03-30T18:22:33Z	scene_smith/scene_002	2	run_002	active-gs-gt-depth	incomplete	exit_code=1
2026-03-30T18:23:15Z	scene_smith/scene_002	2	run_002	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:23:16Z	scene_smith/scene_002	2	run_002	random	completed	seed=2
2026-03-30T18:26:36Z	scene_smith/scene_003	-	-	sample-init	completed	seed=1639531698
2026-03-30T18:27:58Z	scene_smith/scene_003	-	-	gleam-gt-depth	incomplete	exit_code=1
2026-03-30T18:31:42Z	scene_smith/scene_003	0	run_000	active-gs-gt-depth	completed	active-gs finished
2026-03-30T18:32:25Z	scene_smith/scene_003	0	run_000	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:32:26Z	scene_smith/scene_003	0	run_000	random	completed	seed=0
2026-03-30T18:36:12Z	scene_smith/scene_003	1	run_001	active-gs-gt-depth	completed	active-gs finished
2026-03-30T18:38:36Z	scene_smith/scene_003	1	run_001	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:38:37Z	scene_smith/scene_003	1	run_001	random	completed	seed=1
2026-03-30T18:39:13Z	scene_smith/scene_003	2	run_002	active-gs-gt-depth	incomplete	exit_code=1
2026-03-30T18:39:57Z	scene_smith/scene_003	2	run_002	active-gs-pred-depth	incomplete	exit_code=1
2026-03-30T18:39:58Z	scene_smith/scene_003	2	run_002	random	completed	seed=2
2026-03-30T18:41:00Z	scene_smith/scene_004	-	-	sample-init	completed	seed=834489578
2026-03-30T18:42:08Z	scene_smith/scene_004	-	-	gleam-gt-depth	incomplete	exit_code=1
